lda_score_MIN,from_IP,to_IP
1.21E-05,10.0.0.13,172.20.1.191
1.21E-05,10.0.0.13,172.20.1.28
1.21E-05,10.0.0.13,172.20.1.223
1.21E-05,10.0.0.13,172.20.1.201
1.21E-05,10.0.0.13,172.10.2.93
1.21E-05,10.0.0.13,172.10.1.254
1.21E-05,10.0.0.13,172.10.2.115
1.21E-05,10.0.0.13,172.20.1.22
1.21E-05,10.0.0.13,172.20.2.101
1.21E-05,10.0.0.13,172.10.1.83
1.21E-05,10.0.0.13,172.10.2.39
1.21E-05,10.0.0.13,172.30.2.43
1.21E-05,10.0.0.13,172.20.1.77
1.21E-05,10.0.0.13,172.30.2.46
1.21E-05,10.0.0.13,172.20.2.82
1.21E-05,10.0.0.13,172.10.1.111
1.21E-05,10.0.0.13,172.20.1.92
1.21E-05,10.0.0.13,172.10.1.118
1.21E-05,10.0.0.13,172.30.1.216
1.21E-05,10.0.0.13,172.10.2.48
1.21E-05,10.0.0.13,172.20.1.106
1.21E-05,10.0.0.13,172.30.1.162
1.21E-05,10.0.0.13,172.10.1.140
1.21E-05,10.0.0.13,172.30.1.210
1.21E-05,10.0.0.13,172.10.1.170
1.21E-05,10.0.0.13,172.30.1.190
1.21E-05,10.0.0.13,172.20.1.51
1.21E-05,10.0.0.13,172.20.1.58
1.21E-05,10.0.0.13,172.20.2.61
1.21E-05,10.0.0.13,172.10.1.96
1.21E-05,10.0.0.13,172.10.1.89
1.21E-05,10.0.0.13,172.10.2.54
1.21E-05,10.0.0.13,172.10.1.17
1.21E-05,10.0.0.13,172.10.2.70
1.21E-05,10.0.0.13,172.10.1.85
1.21E-05,10.0.0.13,172.20.1.175
1.21E-05,10.0.0.13,172.30.1.213
1.21E-05,10.0.0.13,172.20.2.140
1.21E-05,10.0.0.13,172.30.1.12
1.21E-05,10.0.0.13,172.10.1.203
1.21E-05,10.0.0.13,172.20.1.210
1.21E-05,10.0.0.13,172.30.1.175
1.21E-05,10.0.0.13,172.20.1.9
1.21E-05,10.0.0.13,172.20.2.24
1.21E-05,10.0.0.13,172.20.1.174
1.21E-05,10.0.0.13,172.10.1.219
1.21E-05,10.0.0.13,172.30.1.119
1.21E-05,10.0.0.13,172.20.2.13
1.21E-05,10.0.0.13,172.20.2.123
1.21E-05,10.0.0.13,172.20.1.156
1.21E-05,10.0.0.13,172.10.2.53
1.21E-05,10.0.0.13,172.20.1.172
1.21E-05,10.0.0.13,172.10.1.200
1.21E-05,10.0.0.13,172.10.2.34
1.21E-05,10.0.0.13,172.20.2.115
1.21E-05,10.0.0.13,172.10.2.19
1.21E-05,10.0.0.13,172.30.2.79
1.21E-05,10.0.0.13,172.20.1.42
1.21E-05,10.0.0.13,172.20.2.31
1.21E-05,10.0.0.13,172.30.1.147
1.21E-05,10.0.0.13,172.10.1.24
1.21E-05,10.0.0.13,172.20.1.84
1.21E-05,10.0.0.13,172.10.1.34
1.21E-05,10.0.0.13,172.10.1.221
1.21E-05,10.0.0.13,172.10.2.103
1.21E-05,10.0.0.13,172.10.1.21
1.21E-05,10.0.0.13,172.20.2.21
1.21E-05,10.0.0.13,172.10.1.9
1.21E-05,10.0.0.13,172.10.1.196
1.21E-05,10.0.0.13,172.30.1.192
1.21E-05,10.0.0.13,172.20.1.36
1.21E-05,10.0.0.13,172.30.1.100
1.21E-05,10.0.0.13,172.30.2.88
1.21E-05,10.0.0.13,172.30.1.252
1.21E-05,10.0.0.13,172.10.1.115
1.21E-05,10.0.0.13,172.20.2.36
1.21E-05,10.0.0.13,172.30.1.81
1.21E-05,10.0.0.13,172.30.1.101
1.21E-05,10.0.0.13,172.30.1.186
1.21E-05,10.0.0.13,172.20.2.116
1.21E-05,10.0.0.13,172.10.2.8
1.21E-05,10.0.0.13,172.30.2.117
1.21E-05,10.0.0.13,172.20.2.130
1.21E-05,10.0.0.13,172.20.1.158
1.21E-05,10.0.0.13,172.10.1.60
1.21E-05,10.0.0.13,172.30.2.61
1.21E-05,10.0.0.13,172.30.1.249
1.21E-05,10.0.0.13,172.10.1.211
1.21E-05,10.0.0.13,172.30.1.113
1.21E-05,10.0.0.13,172.10.2.147
1.21E-05,10.0.0.13,172.30.1.73
1.21E-05,10.0.0.13,172.30.1.40
1.21E-05,10.0.0.13,172.30.2.54
1.21E-05,10.0.0.13,172.20.1.184
1.21E-05,10.0.0.13,172.20.1.70
1.21E-05,10.0.0.13,172.20.1.98
1.21E-05,10.0.0.13,172.20.1.219
1.21E-05,10.0.0.13,172.30.2.36
1.21E-05,10.0.0.13,172.20.2.129
1.21E-05,10.0.0.13,172.20.1.234
1.21E-05,10.0.0.13,172.30.1.108
1.21E-05,10.0.0.13,172.10.2.27
1.21E-05,10.0.0.13,172.20.2.64
1.21E-05,10.0.0.13,172.20.2.39
1.21E-05,10.0.0.13,172.20.1.224
1.21E-05,10.0.0.13,172.30.1.34
1.21E-05,10.0.0.13,172.30.2.63
1.21E-05,10.0.0.13,172.30.1.87
1.21E-05,10.0.0.13,172.30.2.93
1.21E-05,10.0.0.13,172.20.1.91
1.21E-05,10.0.0.13,172.10.2.98
1.21E-05,10.0.0.13,172.30.2.122
1.21E-05,10.0.0.13,172.10.1.247
1.21E-05,10.0.0.12,172.20.2.137
1.21E-05,10.0.0.13,172.10.1.224
1.21E-05,10.0.0.13,172.30.2.44
1.21E-05,10.0.0.13,172.30.2.97
1.21E-05,10.0.0.13,172.10.2.100
1.21E-05,10.0.0.13,172.20.1.33
1.21E-05,10.0.0.13,172.10.1.40
1.21E-05,10.0.0.13,172.20.1.8
1.21E-05,10.0.0.13,172.30.1.17
1.21E-05,10.0.0.13,172.10.1.189
1.21E-05,10.0.0.13,172.20.1.247
1.21E-05,10.0.0.13,172.20.2.8
1.21E-05,10.0.0.13,172.30.1.181
1.24E-05,10.1.0.100,172.30.1.223
1.27E-05,10.0.0.12,172.20.2.43
1.27E-05,10.0.0.12,172.30.2.14
1.27E-05,10.0.0.12,172.10.1.134
1.27E-05,10.0.0.12,172.30.2.112
1.27E-05,10.0.0.12,172.30.2.103
1.27E-05,10.0.0.12,172.30.1.193
1.27E-05,10.0.0.12,172.10.1.95
1.27E-05,10.0.0.12,172.20.1.247
1.27E-05,10.0.0.12,172.10.1.217
1.27E-05,10.0.0.12,172.30.1.245
1.27E-05,10.0.0.12,172.10.1.152
1.27E-05,10.0.0.12,172.30.2.140
1.27E-05,10.0.0.12,172.20.1.13
1.27E-05,10.0.0.12,172.30.2.113
1.27E-05,10.0.0.12,172.30.1.74
1.27E-05,10.0.0.12,172.10.1.182
1.27E-05,10.0.0.12,172.20.1.142
1.27E-05,10.0.0.12,172.20.2.22
1.27E-05,10.0.0.12,172.10.1.72
1.27E-05,10.0.0.12,172.10.2.124
1.27E-05,10.0.0.12,172.30.1.27
1.27E-05,10.0.0.12,172.20.1.172
1.27E-05,10.0.0.12,172.30.2.41
1.27E-05,10.0.0.12,172.10.1.35
1.27E-05,10.0.0.12,172.30.2.91
1.27E-05,10.0.0.12,172.20.2.145
1.27E-05,10.0.0.12,172.30.1.251
1.27E-05,10.0.0.12,172.10.2.113
1.27E-05,10.0.0.12,172.30.1.111
1.27E-05,10.0.0.12,172.10.2.145
1.27E-05,10.0.0.12,172.10.1.231
1.27E-05,10.0.0.12,172.20.2.41
1.27E-05,10.0.0.12,172.10.1.209
1.27E-05,10.0.0.12,172.10.1.187
1.27E-05,10.0.0.12,172.20.1.146
1.27E-05,10.0.0.12,172.30.1.70
1.27E-05,10.0.0.12,172.20.2.45
1.27E-05,10.0.0.12,172.20.2.72
1.27E-05,10.0.0.12,172.20.1.226
1.27E-05,10.0.0.12,172.30.2.13
1.27E-05,10.0.0.12,172.10.2.101
1.27E-05,10.0.0.12,172.30.1.138
1.27E-05,10.0.0.12,172.10.1.112
1.27E-05,10.0.0.12,172.30.2.11
1.27E-05,10.0.0.12,172.10.2.71
1.27E-05,10.0.0.12,172.30.2.89
1.27E-05,10.0.0.12,172.30.1.84
1.27E-05,10.0.0.12,172.30.1.146
1.27E-05,10.0.0.12,172.30.1.38
1.27E-05,10.0.0.12,172.10.1.76
1.27E-05,10.0.0.12,172.10.1.11
1.27E-05,10.0.0.12,172.20.1.213
1.27E-05,10.0.0.12,172.20.2.93
1.27E-05,10.0.0.12,172.30.2.10
1.27E-05,10.0.0.12,172.10.2.123
1.27E-05,10.0.0.12,172.20.1.242
1.27E-05,10.0.0.12,172.20.2.141
1.27E-05,10.0.0.12,172.20.2.122
1.27E-05,10.0.0.12,172.30.2.27
1.27E-05,10.0.0.12,172.30.1.80
1.27E-05,10.0.0.12,172.10.1.235
1.27E-05,10.0.0.12,172.20.1.243
1.27E-05,10.0.0.12,172.30.1.134
1.27E-05,10.0.0.12,172.10.1.223
1.27E-05,10.0.0.12,172.20.2.76
1.27E-05,10.0.0.12,172.20.2.115
1.27E-05,10.0.0.12,172.20.2.40
1.27E-05,10.0.0.12,172.10.1.110
1.27E-05,10.0.0.12,172.10.1.124
1.27E-05,10.0.0.12,172.20.1.254
1.27E-05,10.0.0.12,172.30.2.135
1.27E-05,10.0.0.12,172.30.1.17
1.27E-05,10.0.0.12,172.30.1.13
1.27E-05,10.0.0.12,172.10.2.67
1.27E-05,10.0.0.12,172.10.1.4
1.27E-05,10.0.0.12,172.30.1.244
1.27E-05,10.0.0.12,172.10.1.197
1.27E-05,10.0.0.12,172.30.1.209
1.27E-05,10.0.0.12,172.30.1.231
1.27E-05,10.0.0.12,172.20.1.56
1.27E-05,10.0.0.12,172.10.2.86
1.27E-05,10.0.0.12,172.10.1.42
1.27E-05,10.0.0.12,172.10.2.10
1.27E-05,10.0.0.12,172.20.1.221
1.27E-05,10.0.0.12,172.10.2.18
1.27E-05,10.0.0.12,172.10.2.40
1.27E-05,10.0.0.12,172.30.1.9
1.27E-05,10.0.0.12,172.30.1.184
1.27E-05,10.0.0.12,172.30.2.76
1.27E-05,10.0.0.12,172.30.2.106
1.27E-05,10.0.0.12,172.30.1.16
1.27E-05,10.0.0.12,172.10.2.77
1.27E-05,10.0.0.12,172.30.2.81
1.27E-05,10.0.0.12,172.30.1.253
1.27E-05,10.0.0.12,172.20.1.209
1.27E-05,10.0.0.12,172.10.1.26
1.27E-05,10.0.0.12,172.20.1.238
1.27E-05,10.0.0.12,172.30.1.93
1.27E-05,10.0.0.12,172.30.1.163
1.27E-05,10.0.0.12,172.20.1.181
1.27E-05,10.0.0.12,172.20.1.245
1.27E-05,10.0.0.12,172.20.1.19
1.27E-05,10.0.0.12,172.10.1.234
1.27E-05,10.0.0.12,172.10.1.17
1.27E-05,10.0.0.12,172.10.1.129
1.27E-05,10.0.0.12,172.10.1.55
1.27E-05,10.0.0.12,172.30.1.240
1.27E-05,10.0.0.12,172.30.2.57
1.27E-05,10.0.0.12,172.20.1.72
1.27E-05,10.0.0.12,172.30.2.29
1.27E-05,10.0.0.12,172.20.2.64
1.27E-05,10.0.0.12,172.10.1.108
1.27E-05,10.0.0.12,172.20.2.25
1.27E-05,10.0.0.12,172.30.1.243
1.27E-05,10.0.0.12,172.30.2.60
1.27E-05,10.0.0.12,172.10.1.218
1.27E-05,10.0.0.12,172.30.2.36
1.27E-05,10.0.0.12,172.30.1.136
1.27E-05,10.0.0.12,172.20.1.149
1.27E-05,10.0.0.12,172.20.1.195
1.27E-05,10.0.0.12,172.20.2.120
1.27E-05,10.0.0.12,172.10.2.42
1.27E-05,10.0.0.12,172.20.2.136
1.27E-05,10.0.0.12,172.30.2.84
1.27E-05,10.0.0.12,172.10.1.28
1.27E-05,10.0.0.12,172.10.2.63
1.27E-05,10.0.0.12,172.10.1.74
1.27E-05,10.0.0.12,172.10.1.84
1.27E-05,10.0.0.12,172.30.1.168
1.27E-05,10.0.0.12,172.20.1.78
1.27E-05,10.0.0.12,172.10.1.214
1.27E-05,10.0.0.12,172.20.2.12
1.27E-05,10.0.0.12,172.30.2.107
1.27E-05,10.0.0.12,172.10.1.230
1.27E-05,10.0.0.12,172.10.1.50
1.27E-05,10.0.0.12,172.10.1.206
1.27E-05,10.0.0.12,172.20.1.12
1.27E-05,10.0.0.12,172.20.2.48
1.27E-05,10.0.0.12,172.20.1.11
1.27E-05,10.0.0.12,172.10.1.104
1.27E-05,10.0.0.12,172.10.2.25
1.27E-05,10.0.0.12,172.10.2.49
1.27E-05,10.0.0.12,172.10.1.220
1.27E-05,10.0.0.12,172.10.1.36
1.27E-05,10.0.0.12,172.20.1.198
1.27E-05,10.0.0.12,172.20.1.117
1.27E-05,10.0.0.12,172.30.1.4
1.27E-05,10.0.0.12,172.30.2.23
1.27E-05,10.0.0.12,172.30.2.22
1.27E-05,10.0.0.12,172.30.1.71
1.27E-05,10.0.0.12,172.20.1.252
1.27E-05,10.0.0.12,172.20.2.92
1.27E-05,10.0.0.12,172.20.2.130
1.27E-05,10.0.0.12,172.20.1.183
1.27E-05,10.0.0.12,172.10.1.126
1.27E-05,10.0.0.12,172.30.1.236
1.27E-05,10.0.0.12,172.10.1.225
1.27E-05,10.0.0.12,172.30.2.33
1.27E-05,10.0.0.12,172.30.2.7
1.27E-05,10.0.0.12,172.30.1.76
1.27E-05,10.0.0.12,172.20.1.193
1.27E-05,10.0.0.12,172.20.2.53
1.27E-05,10.0.0.12,172.10.1.15
1.27E-05,10.0.0.12,172.10.1.53
1.27E-05,10.0.0.12,172.20.2.147
1.27E-05,10.0.0.12,172.30.2.19
1.27E-05,10.0.0.12,172.20.1.114
1.27E-05,10.0.0.12,172.30.2.37
1.27E-05,10.0.0.12,172.10.2.74
1.27E-05,10.0.0.12,172.20.1.15
1.27E-05,10.0.0.12,172.30.1.88
1.27E-05,10.0.0.12,172.20.1.111
1.27E-05,10.0.0.12,172.10.2.88
1.27E-05,10.0.0.12,172.10.1.98
1.27E-05,10.0.0.12,172.30.2.26
1.27E-05,10.0.0.12,172.10.1.131
1.27E-05,10.0.0.12,172.10.1.232
1.27E-05,10.0.0.12,172.30.1.232
1.27E-05,10.0.0.12,172.30.1.58
1.27E-05,10.0.0.12,172.30.1.25
1.27E-05,10.0.0.12,172.20.2.23
1.27E-05,10.0.0.12,172.10.2.109
1.27E-05,10.0.0.12,172.30.1.161
1.27E-05,10.0.0.12,172.20.2.128
1.27E-05,10.0.0.12,172.10.2.14
1.27E-05,10.0.0.12,172.10.1.170
1.27E-05,10.0.0.12,172.20.2.109
1.27E-05,10.0.0.12,172.30.1.100
1.27E-05,10.0.0.12,172.10.1.193
1.27E-05,10.0.0.12,172.30.2.121
1.27E-05,10.0.0.12,172.10.1.45
1.27E-05,10.0.0.12,172.20.1.199
1.27E-05,10.0.0.12,172.10.2.30
1.27E-05,10.0.0.12,172.20.1.185
1.27E-05,10.0.0.12,172.30.1.139
1.27E-05,10.0.0.12,172.30.2.147
1.27E-05,10.0.0.12,172.10.1.192
1.27E-05,10.0.0.12,172.10.1.106
1.27E-05,10.0.0.12,172.30.2.72
1.27E-05,10.0.0.12,172.10.2.129
1.27E-05,10.0.0.12,172.20.1.233
1.27E-05,10.0.0.12,172.20.1.113
1.27E-05,10.0.0.12,172.10.2.59
1.27E-05,10.0.0.12,172.20.1.197
1.27E-05,10.0.0.12,172.10.2.91
1.27E-05,10.0.0.12,172.10.2.79
1.27E-05,10.0.0.12,172.30.2.105
1.27E-05,10.0.0.12,172.30.1.237
1.27E-05,10.0.0.12,172.30.1.131
1.27E-05,10.0.0.12,172.20.2.46
1.27E-05,10.0.0.12,172.20.1.54
1.27E-05,10.0.0.12,172.30.2.96
1.27E-05,10.0.0.12,172.10.1.105
1.27E-05,10.0.0.12,172.30.1.210
1.27E-05,10.0.0.12,172.30.1.213
1.27E-05,10.0.0.12,172.30.1.87
1.27E-05,10.0.0.12,172.20.1.115
1.27E-05,10.0.0.12,172.10.1.90
1.27E-05,10.0.0.12,172.10.1.119
1.27E-05,10.0.0.12,172.10.2.99
1.27E-05,10.0.0.12,172.20.1.69
1.27E-05,10.0.0.12,172.20.1.43
1.27E-05,10.0.0.12,172.20.1.139
1.27E-05,10.0.0.12,172.10.1.83
1.27E-05,10.0.0.12,172.10.1.185
1.27E-05,10.0.0.12,172.10.2.43
1.27E-05,10.0.0.12,172.30.1.126
1.27E-05,10.0.0.12,172.10.2.61
1.27E-05,10.0.0.12,172.20.2.146
1.27E-05,10.0.0.12,172.20.1.228
1.27E-05,10.0.0.12,172.20.2.138
1.27E-05,10.0.0.12,172.20.2.119
1.27E-05,10.0.0.12,172.20.1.44
1.27E-05,10.0.0.12,172.30.1.120
1.27E-05,10.0.0.12,172.20.1.236
1.27E-05,10.0.0.12,172.30.1.202
1.27E-05,10.0.0.12,172.20.2.74
1.27E-05,10.0.0.12,172.10.1.162
1.27E-05,10.0.0.12,172.10.2.119
1.27E-05,10.0.0.12,172.10.1.103
1.27E-05,10.0.0.12,172.20.1.137
1.27E-05,10.0.0.12,172.30.1.212
1.27E-05,10.0.0.12,172.20.2.31
1.27E-05,10.0.0.12,172.10.2.104
1.27E-05,10.0.0.12,172.30.2.127
1.27E-05,10.0.0.12,172.30.2.131
1.27E-05,10.0.0.12,172.10.1.180
1.27E-05,10.0.0.12,172.20.1.85
1.27E-05,10.0.0.12,172.10.1.151
1.27E-05,10.0.0.12,172.20.1.145
1.27E-05,10.0.0.12,172.10.2.143
1.27E-05,10.0.0.12,172.20.1.241
1.27E-05,10.0.0.12,172.20.2.3
1.27E-05,10.0.0.12,172.10.2.131
1.27E-05,10.0.0.12,172.20.1.163
1.27E-05,10.0.0.12,172.10.1.14
1.27E-05,10.0.0.12,172.30.1.186
1.27E-05,10.0.0.12,172.30.1.222
1.27E-05,10.0.0.12,172.20.1.190
1.27E-05,10.0.0.12,172.20.1.160
1.27E-05,10.0.0.12,172.20.1.81
1.27E-05,10.0.0.12,172.20.1.182
1.27E-05,10.0.0.12,172.30.1.225
1.27E-05,10.0.0.12,172.20.2.16
1.27E-05,10.0.0.12,172.10.1.164
1.27E-05,10.0.0.12,172.10.1.41
1.27E-05,10.0.0.12,172.20.1.249
1.27E-05,10.0.0.12,172.10.1.250
1.27E-05,10.0.0.12,172.10.2.52
1.27E-05,10.0.0.12,172.20.1.240
1.27E-05,10.0.0.12,172.20.2.91
1.27E-05,10.0.0.12,172.10.1.252
1.27E-05,10.0.0.12,172.30.2.25
1.27E-05,10.0.0.12,172.10.1.241
1.27E-05,10.0.0.12,172.10.1.16
1.27E-05,10.0.0.12,172.30.2.20
1.27E-05,10.0.0.12,172.10.1.48
1.27E-05,10.0.0.12,172.10.1.141
1.27E-05,10.0.0.12,172.10.2.65
1.27E-05,10.0.0.12,172.20.1.230
1.27E-05,10.0.0.12,172.10.2.6
1.27E-05,10.0.0.12,172.30.2.28
1.27E-05,10.0.0.12,172.30.1.238
1.27E-05,10.0.0.12,172.20.1.39
1.27E-05,10.0.0.12,172.30.1.114
1.27E-05,10.0.0.12,172.30.2.137
1.27E-05,10.0.0.12,172.30.2.139
1.27E-05,10.0.0.12,172.20.1.132
1.27E-05,10.0.0.12,172.30.1.229
1.27E-05,10.0.0.12,172.30.1.180
1.27E-05,10.0.0.12,172.20.1.55
1.27E-05,10.0.0.12,172.20.1.33
1.27E-05,10.0.0.12,172.30.1.249
1.27E-05,10.0.0.12,172.30.1.172
1.27E-05,10.0.0.12,172.10.2.132
1.27E-05,10.0.0.12,172.30.1.105
1.27E-05,10.0.0.12,172.30.2.130
1.27E-05,10.0.0.12,172.20.2.104
1.27E-05,10.0.0.12,172.10.2.130
1.27E-05,10.0.0.12,172.20.1.88
1.27E-05,10.0.0.12,172.30.1.188
1.27E-05,10.0.0.12,172.30.2.43
1.27E-05,10.0.0.12,172.10.1.171
1.27E-05,10.0.0.12,172.20.1.122
1.27E-05,10.0.0.12,172.30.2.42
1.27E-05,10.0.0.12,172.10.2.53
1.27E-05,10.0.0.12,172.20.2.49
1.27E-05,10.0.0.12,172.20.2.17
1.27E-05,10.0.0.12,172.10.2.70
1.27E-05,10.0.0.12,172.20.2.117
1.27E-05,10.0.0.12,172.30.2.80
1.27E-05,10.0.0.12,172.10.1.12
1.27E-05,10.0.0.12,172.30.2.4
1.27E-05,10.0.0.12,172.30.2.58
1.27E-05,10.0.0.12,172.10.1.8
1.27E-05,10.0.0.12,172.30.1.128
1.27E-05,10.0.0.12,172.10.1.80
1.27E-05,10.0.0.12,172.30.1.206
1.27E-05,10.0.0.12,172.30.1.219
1.27E-05,10.0.0.12,172.10.2.105
1.27E-05,10.0.0.12,172.30.1.43
1.27E-05,10.0.0.12,172.30.1.22
1.27E-05,10.0.0.12,172.30.2.79
1.27E-05,10.0.0.12,172.10.1.75
1.27E-05,10.0.0.12,172.30.1.24
1.27E-05,10.0.0.12,172.20.1.51
1.27E-05,10.0.0.12,172.10.2.50
1.27E-05,10.0.0.12,172.10.2.128
1.27E-05,10.0.0.12,172.30.2.116
1.27E-05,10.0.0.12,172.30.2.92
1.27E-05,10.0.0.12,172.20.1.46
1.27E-05,10.0.0.12,172.20.1.229
1.27E-05,10.0.0.12,172.30.1.252
1.27E-05,10.0.0.12,172.20.1.189
1.27E-05,10.0.0.12,172.20.1.64
1.27E-05,10.0.0.12,172.10.1.68
1.27E-05,10.0.0.12,172.20.2.28
1.27E-05,10.0.0.12,172.20.2.127
1.27E-05,10.0.0.12,172.30.2.18
1.27E-05,10.0.0.12,172.20.1.151
1.27E-05,10.0.0.12,172.20.1.204
1.27E-05,10.0.0.12,172.20.1.92
1.27E-05,10.0.0.12,172.10.2.39
1.27E-05,10.0.0.12,172.20.1.130
1.27E-05,10.0.0.12,172.20.1.136
1.27E-05,10.0.0.12,172.30.2.71
1.27E-05,10.0.0.12,172.30.2.44
1.27E-05,10.0.0.12,172.30.2.125
1.27E-05,10.0.0.12,172.20.2.27
1.27E-05,10.0.0.12,172.10.1.236
1.27E-05,10.0.0.12,172.20.1.97
1.27E-05,10.0.0.12,172.20.1.124
1.27E-05,10.0.0.12,172.10.1.224
1.27E-05,10.0.0.12,172.30.2.77
1.27E-05,10.0.0.12,172.10.2.78
1.27E-05,10.0.0.12,172.20.2.11
1.27E-05,10.0.0.12,172.30.1.246
1.27E-05,10.0.0.12,172.20.1.38
1.27E-05,10.0.0.12,172.10.1.248
1.27E-05,10.0.0.12,172.20.1.178
1.27E-05,10.0.0.12,172.20.2.131
1.27E-05,10.0.0.12,172.20.1.200
1.27E-05,10.0.0.12,172.30.1.46
1.27E-05,10.0.0.12,172.20.1.5
1.27E-05,10.0.0.12,172.10.2.19
1.27E-05,10.0.0.12,172.10.1.137
1.27E-05,10.0.0.12,172.30.1.215
1.27E-05,10.0.0.12,172.20.1.175
1.27E-05,10.0.0.12,172.10.1.168
1.27E-05,10.0.0.12,172.20.1.220
1.27E-05,10.0.0.12,172.20.1.235
1.27E-05,10.0.0.12,172.30.2.35
1.27E-05,10.0.0.12,172.30.1.41
1.27E-05,10.0.0.12,172.10.1.47
1.27E-05,10.0.0.12,172.30.2.61
1.27E-05,10.0.0.12,172.30.2.68
1.27E-05,10.0.0.12,172.30.2.50
1.27E-05,10.0.0.12,172.10.1.70
1.27E-05,10.0.0.12,172.20.1.217
1.27E-05,10.0.0.12,172.30.1.36
1.27E-05,10.0.0.12,172.20.1.179
1.27E-05,10.0.0.12,172.10.1.43
1.27E-05,10.0.0.12,172.30.1.14
1.27E-05,10.0.0.12,172.30.1.130
1.27E-05,10.0.0.12,172.10.1.32
1.27E-05,10.0.0.12,172.30.1.18
1.27E-05,10.0.0.12,172.30.2.65
1.27E-05,10.0.0.12,172.20.1.23
1.27E-05,10.0.0.12,172.10.2.23
1.27E-05,10.0.0.12,172.10.2.7
1.27E-05,10.0.0.12,172.10.1.238
1.27E-05,10.0.0.12,172.10.1.154
1.27E-05,10.0.0.12,172.30.1.32
1.27E-05,10.0.0.12,172.20.2.83
1.27E-05,10.0.0.12,172.30.2.75
1.27E-05,10.0.0.12,172.30.2.51
1.27E-05,10.0.0.12,172.30.1.56
1.27E-05,10.0.0.12,172.20.2.19
1.27E-05,10.0.0.12,172.20.2.60
1.27E-05,10.0.0.12,172.30.1.8
1.27E-05,10.0.0.12,172.30.2.110
1.27E-05,10.0.0.12,172.30.1.28
1.27E-05,10.0.0.12,172.20.2.2
1.27E-05,10.0.0.12,172.30.1.113
1.27E-05,10.0.0.12,172.20.2.26
1.27E-05,10.0.0.12,172.20.2.84
1.27E-05,10.0.0.12,172.10.2.89
1.27E-05,10.0.0.12,172.20.1.77
1.27E-05,10.0.0.12,172.10.1.198
1.27E-05,10.0.0.12,172.30.1.224
1.27E-05,10.0.0.12,172.20.1.62
1.27E-05,10.0.0.12,172.20.1.222
1.27E-05,10.0.0.12,172.30.1.55
1.27E-05,10.0.0.12,172.30.1.242
1.27E-05,10.0.0.12,172.20.1.232
1.27E-05,10.0.0.12,172.10.1.88
1.27E-05,10.0.0.12,172.20.1.75
1.27E-05,10.0.0.12,172.30.2.30
1.27E-05,10.0.0.12,172.30.1.91
1.27E-05,10.0.0.12,172.10.1.199
1.27E-05,10.0.0.12,172.30.1.81
1.27E-05,10.0.0.12,172.10.1.246
1.27E-05,10.0.0.12,172.10.1.20
1.27E-05,10.0.0.12,172.30.1.52
1.27E-05,10.0.0.12,172.30.2.95
1.27E-05,10.0.0.12,172.20.1.103
1.27E-05,10.0.0.12,172.20.1.201
1.27E-05,10.0.0.12,172.20.1.2
1.27E-05,10.0.0.12,172.10.1.222
1.27E-05,10.0.0.12,172.10.1.240
1.27E-05,10.0.0.12,172.20.1.162
1.27E-05,10.0.0.12,172.20.1.251
1.27E-05,10.0.0.12,172.30.1.64
1.27E-05,10.0.0.12,172.10.1.175
1.27E-05,10.0.0.12,172.10.1.100
1.27E-05,10.0.0.12,172.20.2.144
1.27E-05,10.0.0.12,172.20.1.36
1.27E-05,10.0.0.12,172.20.1.133
1.27E-05,10.0.0.12,172.20.1.74
1.27E-05,10.0.0.12,172.10.1.6
1.27E-05,10.0.0.12,172.30.1.234
1.27E-05,10.0.0.12,172.10.2.54
1.27E-05,10.0.0.12,172.20.1.76
1.27E-05,10.0.0.12,172.30.1.118
1.27E-05,10.0.0.12,172.30.1.174
1.27E-05,10.0.0.12,172.10.2.31
1.27E-05,10.0.0.12,172.30.1.152
1.27E-05,10.0.0.12,172.10.1.111
1.27E-05,10.0.0.12,172.30.2.47
1.27E-05,10.0.0.12,172.20.1.239
1.27E-05,10.0.0.12,172.20.2.59
1.27E-05,10.0.0.12,172.10.2.139
1.27E-05,10.0.0.12,172.20.2.94
1.27E-05,10.0.0.12,172.10.2.126
1.27E-05,10.0.0.12,172.30.1.164
1.27E-05,10.0.0.12,172.30.1.192
1.27E-05,10.0.0.12,172.30.1.34
1.27E-05,10.0.0.12,172.30.1.123
1.27E-05,10.0.0.12,172.10.2.16
1.27E-05,10.0.0.12,172.10.2.133
1.27E-05,10.0.0.12,172.30.2.52
1.27E-05,10.0.0.12,172.20.1.94
1.27E-05,10.0.0.12,172.30.2.118
1.27E-05,10.0.0.12,172.10.1.204
1.27E-05,10.0.0.12,172.30.1.170
1.27E-05,10.0.0.12,172.20.1.107
1.27E-05,10.0.0.12,172.10.2.36
1.27E-05,10.0.0.12,172.20.1.42
1.27E-05,10.0.0.12,172.30.1.26
1.27E-05,10.0.0.12,172.10.1.184
1.27E-05,10.0.0.12,172.20.1.188
1.27E-05,10.0.0.12,172.20.2.1
1.27E-05,10.0.0.12,172.30.1.156
1.27E-05,10.0.0.12,172.20.2.34
1.27E-05,10.0.0.12,172.10.2.69
1.27E-05,10.0.0.12,172.20.1.134
1.27E-05,10.0.0.12,172.30.1.175
1.27E-05,10.0.0.12,172.20.2.85
1.27E-05,10.0.0.12,172.10.1.59
1.27E-05,10.0.0.12,172.10.1.177
